,YearBuilt,price_mean
1176,1976,163831.9696969697
1177,2005,229680.953125
1178,1975,159268.75
1179,1974,183050.0
1180,1971,131820.45454545456
1181,2002,226869.5652173913
1182,1973,139400.0
1183,1973,139400.0
1184,1972,140569.5652173913
1185,1972,140569.5652173913
1186,1972,140569.5652173913
1187,1975,159268.75
1188,1967,142337.5
1189,1976,163831.9696969697
1190,1976,163831.9696969697
1191,2006,251775.44776119402
1192,2004,210347.72222222222
1193,2006,251775.44776119402
1194,2005,229680.953125
1195,2005,229680.953125
1196,2005,229680.953125
1197,2005,229680.953125
1198,2006,251775.44776119402
1199,2005,229680.953125
1200,2005,229680.953125
1201,2004,210347.72222222222
1202,2004,210347.72222222222
1203,2005,229680.953125
1204,2006,251775.44776119402
1205,2006,251775.44776119402
1206,2005,229680.953125
1207,2006,251775.44776119402
1208,2006,251775.44776119402
1209,2004,210347.72222222222
1210,2006,251775.44776119402
1211,2006,251775.44776119402
1212,2002,226869.5652173913
1213,2004,210347.72222222222
1214,2005,229680.953125
1215,2004,210347.72222222222
1216,2000,210766.66666666666
1217,2006,251775.44776119402
1218,1998,220450.0
1219,2000,210766.66666666666
1220,2000,210766.66666666666
1221,1995,262194.44444444444
1222,1993,218058.82352941178
1223,1994,247900.0
1224,1993,218058.82352941178
1225,2005,229680.953125
1226,2006,251775.44776119402
1227,2006,251775.44776119402
1228,2006,251775.44776119402
1229,2006,251775.44776119402
1230,2005,229680.953125
1231,2005,229680.953125
1232,2005,229680.953125
1233,2005,229680.953125
1234,2005,229680.953125
1235,2005,229680.953125
1236,1997,214925.0
1237,1992,218384.61538461538
1238,1990,220881.66666666666
1239,1991,186140.0
1240,1994,247900.0
1241,1962,145742.1052631579
1242,1977,166860.9375
1243,1962,145742.1052631579
1244,1965,153115.95833333334
1245,1968,166075.0
1246,1963,143403.125
1247,1965,153115.95833333334
1248,1964,161893.33333333334
1249,1967,142337.5
1250,1974,183050.0
1251,1992,218384.61538461538
1252,2004,210347.72222222222
1253,2005,229680.953125
1254,2000,210766.66666666666
1255,2003,227408.57777777777
1256,1997,214925.0
1257,2001,242630.0
1258,1972,140569.5652173913
1259,1967,142337.5
1260,1968,166075.0
1261,1968,166075.0
1262,1968,166075.0
1263,1968,166075.0
1264,1966,159559.44444444444
1265,1967,142337.5
1266,1965,153115.95833333334
1267,1964,161893.33333333334
1268,1964,161893.33333333334
1269,1960,161550.0
1270,1934,220766.66666666666
1271,1947,117200.0
1272,1961,139846.42857142858
1273,1952,110398.6
1274,1951,136600.0
1275,1949,111517.58333333333
1276,1954,139650.0
1277,1967,142337.5
1278,1964,161893.33333333334
1279,1963,143403.125
1280,1957,149959.1
1281,1958,143179.16666666666
1282,1956,135810.7142857143
1283,1956,135810.7142857143
1284,1954,139650.0
1285,1952,110398.6
1286,1951,136600.0
1287,1956,135810.7142857143
1288,1956,135810.7142857143
1289,1955,134517.1875
1290,1951,136600.0
1291,1941,120900.0
1292,1956,135810.7142857143
1293,1925,129190.625
1294,1947,117200.0
1295,1930,103588.88888888889
1296,1929,153000.0
1297,1900,112492.6
1298,1915,134387.5
1299,1910,111959.05882352941
1300,1963,143403.125
1301,1962,145742.1052631579
1302,1961,139846.42857142858
1303,1959,154124.3076923077
1304,1962,145742.1052631579
1305,1950,128036.25
1306,1950,128036.25
1307,1960,161550.0
1308,1961,139846.42857142858
1309,1962,145742.1052631579
1310,1962,145742.1052631579
1311,1962,145742.1052631579
1312,1900,112492.6
1313,1948,137764.2857142857
1314,1920,112903.33333333333
1315,1900,112492.6
1316,1900,112492.6
1317,1930,103588.88888888889
1318,1900,112492.6
1319,1924,105985.71428571429
1320,1925,129190.625
1321,1950,128036.25
1322,1905,163000.0
1323,1955,134517.1875
1324,1924,105985.71428571429
1325,1921,140813.33333333334
1326,1945,133500.0
1327,1920,112903.33333333333
1328,1910,111959.05882352941
1329,1920,112903.33333333333
1330,1958,143179.16666666666
1331,1918,172421.42857142858
1332,1924,105985.71428571429
1333,1930,103588.88888888889
1334,1930,103588.88888888889
1335,1925,129190.625
1336,1962,145742.1052631579
1337,1924,105985.71428571429
1338,1910,111959.05882352941
1339,1919,154833.33333333334
1340,1930,103588.88888888889
1341,1951,136600.0
1342,1964,161893.33333333334
1343,1950,128036.25
1344,1935,161083.33333333334
1345,1936,137888.88888888888
1346,2004,210347.72222222222
1347,1967,142337.5
1348,1964,161893.33333333334
1349,1966,159559.44444444444
1350,1967,142337.5
1351,1978,160962.5
1352,1977,166860.9375
1353,1977,166860.9375
1354,1924,105985.71428571429
1355,1967,142337.5
1356,1963,143403.125
1357,1971,131820.45454545456
1358,1980,164800.0
1359,1954,139650.0
1360,1942,162000.0
1361,1928,135557.14285714287
1362,1935,161083.33333333334
1363,1962,145742.1052631579
1364,1952,110398.6
1365,1955,134517.1875
1366,1953,146333.33333333334
1367,1989,279500.0
1368,1993,218058.82352941178
1369,2005,229680.953125
1370,2005,229680.953125
1371,2006,251775.44776119402
1372,2005,229680.953125
1373,2005,229680.953125
1374,2005,229680.953125
1375,2005,229680.953125
1376,1968,166075.0
1377,1996,259162.66666666666
1378,1995,262194.44444444444
1379,1998,220450.0
1380,1999,210614.72
1381,1999,210614.72
1382,1977,166860.9375
1383,1978,160962.5
1384,1972,140569.5652173913
1385,2002,226869.5652173913
1386,1999,210614.72
1387,2002,226869.5652173913
1388,2002,226869.5652173913
1389,1999,210614.72
1390,1996,259162.66666666666
1391,1998,220450.0
1392,1995,262194.44444444444
1393,2003,227408.57777777777
1394,2003,227408.57777777777
1395,2006,251775.44776119402
1396,2005,229680.953125
1397,2005,229680.953125
1398,1910,111959.05882352941
1399,1975,159268.75
1400,1969,160725.64285714287
1401,2003,227408.57777777777
1402,2002,226869.5652173913
1403,2003,227408.57777777777
1404,2005,229680.953125
1405,2004,210347.72222222222
1406,1948,137764.2857142857
1407,1915,134387.5
1408,1924,105985.71428571429
1409,1954,139650.0
1410,1922,109237.5
1411,1922,109237.5
1412,1910,111959.05882352941
1413,1938,109137.5
1414,1945,133500.0
1415,1926,124144.44444444444
1416,1920,112903.33333333333
1417,1919,154833.33333333334
1418,1939,150825.0
1419,1941,120900.0
1420,1920,112903.33333333333
1421,1940,131994.44444444444
1422,1929,153000.0
1423,1932,233358.5
1424,1930,103588.88888888889
1425,1950,128036.25
1426,1942,162000.0
1427,1926,124144.44444444444
1428,1925,129190.625
1429,1925,129190.625
1430,1957,149959.1
1431,1945,133500.0
1432,1951,136600.0
1433,1916,139800.0
1434,2005,229680.953125
1435,2004,210347.72222222222
1436,1979,156396.88888888888
1437,1978,160962.5
1438,2001,242630.0
1439,1975,159268.75
1440,1958,143179.16666666666
1441,2000,210766.66666666666
1442,2005,229680.953125
1443,2005,229680.953125
1444,1951,136600.0
1445,1997,214925.0
1446,1977,166860.9375
1447,1968,166075.0
1448,1970,134647.91666666666
1449,1970,134647.91666666666
1450,1972,140569.5652173913
1451,1969,160725.64285714287
1452,1970,134647.91666666666
1453,1970,134647.91666666666
1454,1970,134647.91666666666
1455,1970,134647.91666666666
1456,1960,161550.0
1457,1992,218384.61538461538
1458,1993,218058.82352941178
